Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Saint_Kitts_And_Nevis,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Saint_Lucia,Air Pollution,"32.14
Low",Low
Saint_Lucia,Drinking Water Pollution and Inaccessibility,"29.17
Low",Low
Saint_Lucia,Dissatisfaction with Garbage Disposal,"70.83
High",High
Saint_Lucia,Dirty and Untidy,"78.57
High",High
Saint_Lucia,Noise and Light Pollution,"50.00
Moderate",Moderate
Saint_Lucia,Water Pollution,"42.86
Moderate",Moderate
Saint_Lucia,Dissatisfaction with Spending Time in the City,"32.14
Low",Low
Saint_Lucia,Dissatisfaction with Green and Parks in the City,"37.50
Low",Low
Saint_Vincent_And_The_Grenadines,Air Pollution,?,
Saint_Vincent_And_The_Grenadines,Drinking Water Pollution and Inaccessibility,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Garbage Disposal,?,
Saint_Vincent_And_The_Grenadines,Dirty and Untidy,?,
Saint_Vincent_And_The_Grenadines,Noise and Light Pollution,?,
Saint_Vincent_And_The_Grenadines,Water Pollution,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Spending Time in the City,?,
Saint_Vincent_And_The_Grenadines,Dissatisfaction with Green and Parks in the City,?,
Saint,Air Pollution,"50.00
Moderate",Moderate
Saint,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Saint,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Saint,Dirty and Untidy,"0.00
Very Low",Very Low
Saint,Noise and Light Pollution,"50.00
Moderate",Moderate
Saint,Water Pollution,"0.00
Very Low",Very Low
Saint,Dissatisfaction with Spending Time in the City,"75.00
High",High
Saint,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Samoa,Air Pollution,"29.17
Low",Low
Samoa,Drinking Water Pollution and Inaccessibility,"40.00
Moderate",Moderate
Samoa,Dissatisfaction with Garbage Disposal,"55.00
Moderate",Moderate
Samoa,Dirty and Untidy,"45.00
Moderate",Moderate
Samoa,Noise and Light Pollution,"20.00
Low",Low
Samoa,Water Pollution,"40.00
Moderate",Moderate
Samoa,Dissatisfaction with Spending Time in the City,"30.00
Low",Low
Samoa,Dissatisfaction with Green and Parks in the City,"35.00
Low",Low
San_Marino,Air Pollution,"6.82
Very Low",Very Low
San_Marino,Drinking Water Pollution and Inaccessibility,"0.00
Very Low",Very Low
San_Marino,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
San_Marino,Dirty and Untidy,"25.00
Low",Low
San_Marino,Noise and Light Pollution,"75.00
High",High
San_Marino,Water Pollution,"0.00
Very Low",Very Low
San_Marino,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
San_Marino,Dissatisfaction with Green and Parks in the City,"25.00
Low",Low
Sao_Tome_And_Principe,Air Pollution,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Dirty and Untidy,"100.00
Very High",Very High
Sao_Tome_And_Principe,Noise and Light Pollution,"50.00
Moderate",Moderate
Sao_Tome_And_Principe,Water Pollution,"75.00
High",High
Sao_Tome_And_Principe,Dissatisfaction with Spending Time in the City,"75.00
High",High
Sao_Tome_And_Principe,Dissatisfaction with Green and Parks in the City,"50.00
Moderate",Moderate
Saudi_Arabia,Air Pollution,"62.18
High",High
Saudi_Arabia,Drinking Water Pollution and Inaccessibility,"33.40
Low",Low
Saudi_Arabia,Dissatisfaction with Garbage Disposal,"48.68
Moderate",Moderate
Saudi_Arabia,Dirty and Untidy,"47.83
Moderate",Moderate
Saudi_Arabia,Noise and Light Pollution,"52.82
Moderate",Moderate
Saudi_Arabia,Water Pollution,"45.10
Moderate",Moderate
Saudi_Arabia,Dissatisfaction with Spending Time in the City,"50.97
Moderate",Moderate
Saudi_Arabia,Dissatisfaction with Green and Parks in the City,"62.18
High",High
Senegal,Air Pollution,"88.71
Very High",Very High
Senegal,Drinking Water Pollution and Inaccessibility,"70.37
High",High
Senegal,Dissatisfaction with Garbage Disposal,"82.41
Very High",Very High
Senegal,Dirty and Untidy,"83.33
Very High",Very High
Senegal,Noise and Light Pollution,"58.33
Moderate",Moderate
Senegal,Water Pollution,"80.56
Very High",Very High
Senegal,Dissatisfaction with Spending Time in the City,"78.57
High",High
Senegal,Dissatisfaction with Green and Parks in the City,"86.11
Very High",Very High
Serbia,Air Pollution,"66.20
High",High
Serbia,Drinking Water Pollution and Inaccessibility,"36.39
Low",Low
Serbia,Dissatisfaction with Garbage Disposal,"60.65
High",High
Serbia,Dirty and Untidy,"63.07
High",High
Serbia,Noise and Light Pollution,"50.80
Moderate",Moderate
Serbia,Water Pollution,"51.56
Moderate",Moderate
Serbia,Dissatisfaction with Spending Time in the City,"47.58
Moderate",Moderate
Serbia,Dissatisfaction with Green and Parks in the City,"45.88
Moderate",Moderate
Seychelles,Air Pollution,"23.53
Low",Low
Seychelles,Drinking Water Pollution and Inaccessibility,"36.76
Low",Low
Seychelles,Dissatisfaction with Garbage Disposal,"38.24
Low",Low
Seychelles,Dirty and Untidy,"36.76
Low",Low
Seychelles,Noise and Light Pollution,"35.29
Low",Low
Seychelles,Water Pollution,"36.76
Low",Low
Seychelles,Dissatisfaction with Spending Time in the City,"33.82
Low",Low
Seychelles,Dissatisfaction with Green and Parks in the City,"42.65
Moderate",Moderate
Sierra_Leone,Air Pollution,"87.50
Very High",Very High
Sierra_Leone,Drinking Water Pollution and Inaccessibility,"100.00
Very High",Very High
Sierra_Leone,Dissatisfaction with Garbage Disposal,"87.50
Very High",Very High
Sierra_Leone,Dirty and Untidy,"100.00
Very High",Very High
Sierra_Leone,Noise and Light Pollution,"75.00
High",High
Sierra_Leone,Water Pollution,"100.00
Very High",Very High
Sierra_Leone,Dissatisfaction with Spending Time in the City,"87.50
Very High",Very High
Sierra_Leone,Dissatisfaction with Green and Parks in the City,"87.50
Very High",Very High
Singapore,Air Pollution,"33.57
Low",Low
Singapore,Drinking Water Pollution and Inaccessibility,"13.67
Very Low",Very Low
Singapore,Dissatisfaction with Garbage Disposal,"22.79
Low",Low
Singapore,Dirty and Untidy,"18.51
Very Low",Very Low
Singapore,Noise and Light Pollution,"50.16
Moderate",Moderate
Singapore,Water Pollution,"24.01
Low",Low
Singapore,Dissatisfaction with Spending Time in the City,"25.81
Low",Low
Singapore,Dissatisfaction with Green and Parks in the City,"19.64
Very Low",Very Low
Sint_Maarten,Air Pollution,"70.83
High",High
Sint_Maarten,Drinking Water Pollution and Inaccessibility,"55.00
Moderate",Moderate
Sint_Maarten,Dissatisfaction with Garbage Disposal,"75.00
High",High
Sint_Maarten,Dirty and Untidy,"62.50
High",High
Sint_Maarten,Noise and Light Pollution,"54.17
Moderate",Moderate
Sint_Maarten,Water Pollution,"75.00
High",High
Sint_Maarten,Dissatisfaction with Spending Time in the City,"65.00
High",High
Sint_Maarten,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Slovakia,Air Pollution,"34.84
Low",Low
Slovakia,Drinking Water Pollution and Inaccessibility,"13.67
Very Low",Very Low
Slovakia,Dissatisfaction with Garbage Disposal,"33.67
Low",Low
Slovakia,Dirty and Untidy,"42.17
Moderate",Moderate
Slovakia,Noise and Light Pollution,"42.11
Moderate",Moderate
Slovakia,Water Pollution,"27.57
Low",Low
Slovakia,Dissatisfaction with Spending Time in the City,"26.52
Low",Low
Slovakia,Dissatisfaction with Green and Parks in the City,"40.20
Moderate",Moderate
Slovenia,Air Pollution,"25.85
Low",Low
Slovenia,Drinking Water Pollution and Inaccessibility,"4.35
Very Low",Very Low
Slovenia,Dissatisfaction with Garbage Disposal,"12.42
Very Low",Very Low
Slovenia,Dirty and Untidy,"13.55
Very Low",Very Low
Slovenia,Noise and Light Pollution,"36.85
Low",Low
Slovenia,Water Pollution,"16.94
Very Low",Very Low
Slovenia,Dissatisfaction with Spending Time in the City,"11.59
Very Low",Very Low
Slovenia,Dissatisfaction with Green and Parks in the City,"13.06
Very Low",Very Low
Solomon_Islands,Air Pollution,"59.72
Moderate",Moderate
Solomon_Islands,Drinking Water Pollution and Inaccessibility,"57.89
Moderate",Moderate
Solomon_Islands,Dissatisfaction with Garbage Disposal,"86.84
Very High",Very High
Solomon_Islands,Dirty and Untidy,"81.58
Very High",Very High
Solomon_Islands,Noise and Light Pollution,"64.47
High",High
Solomon_Islands,Water Pollution,"85.00
Very High",Very High
Solomon_Islands,Dissatisfaction with Spending Time in the City,"72.37
High",High
Solomon_Islands,Dissatisfaction with Green and Parks in the City,"72.06
High",High
Somalia,Air Pollution,"46.59
Moderate",Moderate
Somalia,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Somalia,Dissatisfaction with Garbage Disposal,"67.86
High",High
Somalia,Dirty and Untidy,"71.00
High",High
Somalia,Noise and Light Pollution,"43.75
Moderate",Moderate
Somalia,Water Pollution,"60.23
High",High
Somalia,Dissatisfaction with Spending Time in the City,"57.61
Moderate",Moderate
Somalia,Dissatisfaction with Green and Parks in the City,"75.00
High",High
South_Africa,Air Pollution,"48.38
Moderate",Moderate
South_Africa,Drinking Water Pollution and Inaccessibility,"36.67
Low",Low
South_Africa,Dissatisfaction with Garbage Disposal,"45.32
Moderate",Moderate
South_Africa,Dirty and Untidy,"60.26
High",High
South_Africa,Noise and Light Pollution,"43.53
Moderate",Moderate
South_Africa,Water Pollution,"59.36
Moderate",Moderate
South_Africa,Dissatisfaction with Spending Time in the City,"45.39
Moderate",Moderate
South_Africa,Dissatisfaction with Green and Parks in the City,"49.50
Moderate",Moderate
South_Korea,Air Pollution,"68.07
High",High
South_Korea,Drinking Water Pollution and Inaccessibility,"28.28
Low",Low
South_Korea,Dissatisfaction with Garbage Disposal,"37.33
Low",Low
South_Korea,Dirty and Untidy,"36.91
Low",Low
South_Korea,Noise and Light Pollution,"49.91
Moderate",Moderate
South_Korea,Water Pollution,"37.59
Low",Low
South_Korea,Dissatisfaction with Spending Time in the City,"56.16
Moderate",Moderate
South_Korea,Dissatisfaction with Green and Parks in the City,"38.93
Low",Low
South_Sudan,Air Pollution,"31.25
Low",Low
South_Sudan,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
South_Sudan,Dissatisfaction with Garbage Disposal,"75.00
High",High
South_Sudan,Dirty and Untidy,"50.00
Moderate",Moderate
South_Sudan,Noise and Light Pollution,"33.33
Low",Low
South_Sudan,Water Pollution,"75.00
High",High
South_Sudan,Dissatisfaction with Spending Time in the City,"58.33
Moderate",Moderate
South_Sudan,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Spain,Air Pollution,"30.44
Low",Low
Spain,Drinking Water Pollution and Inaccessibility,"26.55
Low",Low
Spain,Dissatisfaction with Garbage Disposal,"27.62
Low",Low
Spain,Dirty and Untidy,"35.46
Low",Low
Spain,Noise and Light Pollution,"47.01
Moderate",Moderate
Spain,Water Pollution,"29.65
Low",Low
Spain,Dissatisfaction with Spending Time in the City,"24.72
Low",Low
Spain,Dissatisfaction with Green and Parks in the City,"31.12
Low",Low
Sri_Lanka,Air Pollution,"52.32
Moderate",Moderate
Sri_Lanka,Drinking Water Pollution and Inaccessibility,"35.02
Low",Low
Sri_Lanka,Dissatisfaction with Garbage Disposal,"58.33
Moderate",Moderate
Sri_Lanka,Dirty and Untidy,"47.91
Moderate",Moderate
Sri_Lanka,Noise and Light Pollution,"50.38
Moderate",Moderate
Sri_Lanka,Water Pollution,"57.38
Moderate",Moderate
Sri_Lanka,Dissatisfaction with Spending Time in the City,"47.65
Moderate",Moderate
Sri_Lanka,Dissatisfaction with Green and Parks in the City,"40.96
Moderate",Moderate
Sudan,Air Pollution,"51.25
Moderate",Moderate
Sudan,Drinking Water Pollution and Inaccessibility,"51.25
Moderate",Moderate
Sudan,Dissatisfaction with Garbage Disposal,"85.00
Very High",Very High
Sudan,Dirty and Untidy,"73.75
High",High
Sudan,Noise and Light Pollution,"55.00
Moderate",Moderate
Sudan,Water Pollution,"71.25
High",High
Sudan,Dissatisfaction with Spending Time in the City,"52.50
Moderate",Moderate
Sudan,Dissatisfaction with Green and Parks in the City,"56.94
Moderate",Moderate
Suriname,Air Pollution,"39.29
Low",Low
Suriname,Drinking Water Pollution and Inaccessibility,"35.71
Low",Low
Suriname,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Suriname,Dirty and Untidy,"64.29
High",High
Suriname,Noise and Light Pollution,"33.93
Low",Low
Suriname,Water Pollution,"57.14
Moderate",Moderate
Suriname,Dissatisfaction with Spending Time in the City,"36.54
Low",Low
Suriname,Dissatisfaction with Green and Parks in the City,"59.62
Moderate",Moderate
Sweden,Air Pollution,"14.69
Very Low",Very Low
Sweden,Drinking Water Pollution and Inaccessibility,"7.59
Very Low",Very Low
Sweden,Dissatisfaction with Garbage Disposal,"16.93
Very Low",Very Low
Sweden,Dirty and Untidy,"24.11
Low",Low
Sweden,Noise and Light Pollution,"26.24
Low",Low
Sweden,Water Pollution,"15.34
Very Low",Very Low
Sweden,Dissatisfaction with Spending Time in the City,"11.68
Very Low",Very Low
Sweden,Dissatisfaction with Green and Parks in the City,"15.93
Very Low",Very Low
Switzerland,Air Pollution,"20.45
Low",Low
Switzerland,Drinking Water Pollution and Inaccessibility,"10.56
Very Low",Very Low
Switzerland,Dissatisfaction with Garbage Disposal,"19.49
Very Low",Very Low
Switzerland,Dirty and Untidy,"18.40
Very Low",Very Low
Switzerland,Noise and Light Pollution,"37.44
Low",Low
Switzerland,Water Pollution,"19.31
Very Low",Very Low
Switzerland,Dissatisfaction with Spending Time in the City,"16.69
Very Low",Very Low
Switzerland,Dissatisfaction with Green and Parks in the City,"24.75
Low",Low
Syria,Air Pollution,"66.04
High",High
Syria,Drinking Water Pollution and Inaccessibility,"57.14
Moderate",Moderate
Syria,Dissatisfaction with Garbage Disposal,"69.74
High",High
Syria,Dirty and Untidy,"67.86
High",High
Syria,Noise and Light Pollution,"59.52
Moderate",Moderate
Syria,Water Pollution,"59.15
Moderate",Moderate
Syria,Dissatisfaction with Spending Time in the City,"64.58
High",High
Syria,Dissatisfaction with Green and Parks in the City,"64.63
High",High
Taiwan,Air Pollution,"61.44
High",High
Taiwan,Drinking Water Pollution and Inaccessibility,"45.92
Moderate",Moderate
Taiwan,Dissatisfaction with Garbage Disposal,"34.85
Low",Low
Taiwan,Dirty and Untidy,"43.96
Moderate",Moderate
Taiwan,Noise and Light Pollution,"59.39
Moderate",Moderate
Taiwan,Water Pollution,"58.36
Moderate",Moderate
Taiwan,Dissatisfaction with Spending Time in the City,"53.55
Moderate",Moderate
Taiwan,Dissatisfaction with Green and Parks in the City,"46.95
Moderate",Moderate
Tajikistan,Air Pollution,"53.85
Moderate",Moderate
Tajikistan,Drinking Water Pollution and Inaccessibility,"44.64
Moderate",Moderate
Tajikistan,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Tajikistan,Dirty and Untidy,"35.71
Low",Low
Tajikistan,Noise and Light Pollution,"36.54
Low",Low
Tajikistan,Water Pollution,"50.00
Moderate",Moderate
Tajikistan,Dissatisfaction with Spending Time in the City,"30.77
Low",Low
Tajikistan,Dissatisfaction with Green and Parks in the City,"33.33
Low",Low
Tanzania,Air Pollution,"43.75
Moderate",Moderate
Tanzania,Drinking Water Pollution and Inaccessibility,"57.93
Moderate",Moderate
Tanzania,Dissatisfaction with Garbage Disposal,"72.97
High",High
Tanzania,Dirty and Untidy,"57.32
Moderate",Moderate
Tanzania,Noise and Light Pollution,"51.88
Moderate",Moderate
Tanzania,Water Pollution,"69.08
High",High
Tanzania,Dissatisfaction with Spending Time in the City,"52.27
Moderate",Moderate
Tanzania,Dissatisfaction with Green and Parks in the City,"59.03
Moderate",Moderate
Thailand,Air Pollution,"70.49
High",High
Thailand,Drinking Water Pollution and Inaccessibility,"50.90
Moderate",Moderate
Thailand,Dissatisfaction with Garbage Disposal,"59.13
Moderate",Moderate
Thailand,Dirty and Untidy,"62.34
High",High
Thailand,Noise and Light Pollution,"57.21
Moderate",Moderate
Thailand,Water Pollution,"68.64
High",High
Thailand,Dissatisfaction with Spending Time in the City,"63.53
High",High
Thailand,Dissatisfaction with Green and Parks in the City,"58.08
Moderate",Moderate
Timor,Air Pollution,"36.11
Low",Low
Timor,Drinking Water Pollution and Inaccessibility,"62.50
High",High
Timor,Dissatisfaction with Garbage Disposal,"81.25
Very High",Very High
Timor,Dirty and Untidy,"75.00
High",High
Timor,Noise and Light Pollution,"53.12
Moderate",Moderate
Timor,Water Pollution,"64.29
High",High
Timor,Dissatisfaction with Spending Time in the City,"56.25
Moderate",Moderate
Timor,Dissatisfaction with Green and Parks in the City,"46.88
Moderate",Moderate
Togo,Air Pollution,"70.00
High",High
Togo,Drinking Water Pollution and Inaccessibility,"75.00
High",High
Togo,Dissatisfaction with Garbage Disposal,"62.50
High",High
Togo,Dirty and Untidy,"75.00
High",High
Togo,Noise and Light Pollution,"68.75
High",High
Togo,Water Pollution,"81.25
Very High",Very High
Togo,Dissatisfaction with Spending Time in the City,"62.50
High",High
Togo,Dissatisfaction with Green and Parks in the City,"62.50
High",High
Tonga,Air Pollution,?,
Tonga,Drinking Water Pollution and Inaccessibility,?,
Tonga,Dissatisfaction with Garbage Disposal,?,
Tonga,Dirty and Untidy,?,
Tonga,Noise and Light Pollution,?,
Tonga,Water Pollution,?,
Tonga,Dissatisfaction with Spending Time in the City,?,
Tonga,Dissatisfaction with Green and Parks in the City,?,
Trinidad_And_Tobago,Air Pollution,"55.08
Moderate",Moderate
Trinidad_And_Tobago,Drinking Water Pollution and Inaccessibility,"46.54
Moderate",Moderate
